COM_ACCOUNT#,,COM_COMPANYNAME,,,,COM_LOCKAR,COM_FINANCEDAYS,,AR_TOTAL,,AR_PAID,,Balance,,,L/U,,ML
"200,194.00",,GO BANGKOK THAI CUISINE,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,195.00",,GOLDBERG & SOLOVY,,,,Y,1,"1,410.00",,,"1,035.00",,375.00,,,,Y,
"200,197.00",,GOLDEN CORRAL,,,,,5,"2,160.00",,,"2,160.00",,0.00,,,,,
"200,199.00",,GOODY'S - COLTON,,,,Y,30,"2,085.00",,,"2,085.00",,0.00,,,,Y,
"200,200.00",,GOODY'S  - VICTORVILLE,,,,Y,30,200.00,,,200.00,,0.00,,,,Y,Y
"200,202.00",,GRAND NATURAL INC.,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,203.00",,GREAT RIVER FOODS,,,,Y,30,"31,095.08",,,"28,692.97",,"2,402.11",,,,Y,
"200,204.00",,GREEN OLIVE,,,,Y,5,"1,190.00",,,"1,190.00",,0.00,,,,,
"200,205.00",,GUAPAS TAPAS & BAR,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,206.00",,GUS JR.,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,208.00",,H & M POULTRY,,,,,30,0.00,,,0.00,,0.00,,,,,
"200,209.00",,H & S DONUTS,,,,Y,1,180.00,,,180.00,,0.00,,,,,
"200,210.00",,"HAZ MAT TRANS, INC.",,,,,30,"14,487.48",,,"14,487.48",,0.00,,,,,
"200,211.00",,HEINZ,,,,,30,"55,787.64",,,"55,787.64",,0.00,,,,,
"200,213.00",,HIEP THAHN MARKET,,,,Y,1,70.00,,,70.00,,0.00,,,,,
"200,214.00",,HIGH DESERT JUVENILE DETENTION,,,,Y,30,"1,470.00",,,"1,140.00",,330.00,,,,Y,
"200,217.00",,HONG KONG EXPRESS-R,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,218.00",,HONG KONG EXPRESS-SB,,,,Y,1,-114.00,,,0.00,,-114.00,,,,Y,
"200,219.00",,HONG KONG EXPRESS-P,,,,,1,0.00,,,0.00,,0.00,,,,,
"200,223.00",,HOUSE OF WINGS,,,,,5,125.00,,,250.00,,-125.00,,,,,
"200,224.00",,HUICHOS TACOS,,,,Y,1,736.00,,,736.00,,0.00,,,,,
"200,225.00",,HUXTABLES & KITCHEN INC.,,,,Y,1,864.00,,,864.00,,0.00,,,,,
"200,226.00",,IDEAL FOODS,,,,Y,30,"1,008.00",,,"1,008.00",,0.00,,,,Y,Y
"200,227.00",,IKRAM BAKERY,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,229.00",,INDUSTRY CATERING,,,,,30,0.00,,,0.00,,0.00,,,,,
"200,230.00",,INLAND EMPIRE LIGHTHOUSE,,,,Y,1,189.00,,,189.00,,0.00,,,,,
"200,231.00",,INTERNATIONAL CATERING,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,232.00",,"J & R ENVIRONMENTAL, INC",,,,Y,1,"7,250.00",,,"7,250.00",,0.00,,,,,
"200,233.00",,J.T. FOODS,,,,,30,0.00,,,0.00,,0.00,,,,,
"200,235.00",,JACK IN THE BOX #169,,,,Y,30,185.00,,,185.00,,0.00,,,,Y,Y
"200,236.00",,JACK IN THE BOX #177,,,,Y,30,185.00,,,185.00,,0.00,,,,Y,
"200,237.00",,JACK IN THE BOX #285,,,,Y,30,185.00,,,185.00,,0.00,,,,Y,Y
"200,239.00",,JACK IN THE BOX #3277,,,,Y,30,185.00,,,185.00,,0.00,,,,Y,Y
"200,240.00",,JACK IN THE BOX #3293,,,,Y,30,370.00,,,370.00,,0.00,,,,Y,Y
"200,241.00",,JACK IN THE BOX #3297,,,,Y,30,185.00,,,185.00,,0.00,,,,Y,Y
"200,242.00",,JACK IN THE BOX #3338,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,
"200,245.00",,JACK IN THE BOX #3522,,,,Y,30,185.00,,,185.00,,0.00,,,,Y,
"200,247.00",,JACK IN THE BOX #3550,,,,Y,30,185.00,,,185.00,,0.00,,,,Y,
"200,248.00",,JACK IN THE BOX #3554,,,,Y,30,185.00,,,185.00,,0.00,,,,Y,
"200,251.00",,JACK IN THE BOX #3585,,,,Y,30,185.00,,,185.00,,0.00,,,,Y,
"200,253.00",,JACK IN THE BOX #394,,,,Y,30,185.00,,,185.00,,0.00,,,,Y,
"200,256.00",,JACK IN THE BOX #5322,,,,Y,30,509.00,,,509.00,,0.00,,,,Y,
"200,259.00",,JACK IN THE BOX #5370,,,,Y,30,185.00,,,185.00,,0.00,,,,Y,
"200,262.00",,JACK IN THE BOX #5405,,,,Y,30,185.00,,,185.00,,0.00,,,,Y,
"200,263.00",,JACK IN THE BOX #5415,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,
"200,264.00",,JADE INN,,,,Y,1,100.00,,,100.00,,0.00,,,,,
"200,266.00",,JANNY'S DONUTS,,,,Y,1,100.00,,,100.00,,0.00,,,,,
"200,267.00",,JARRITOS MEXICAN RESTAURANT,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,268.00",,JASSAN BANQUET,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,269.00",,JENNY'S DINNER,,,,Y,1,"3,175.00",,,"3,175.00",,0.00,,,,,
"200,270.00",,JERSEY BURGERS,,,,Y,1,180.00,,,180.00,,0.00,,,,,Y
"200,272.00",,JIM'S BURGER,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"200,273.00",,JIM'S WHOLESALE MEATS,,,,Y,1,"1,485.00",,,"1,485.00",,0.00,,,,,
"200,274.00",,JOE GRASSO DBA GREASE CO.,,,,Y,1,100.00,,,100.00,,0.00,,,,,
"200,278.00",,JOHN'S PHILLY STEAK,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,279.00",,JOHN'S PLACE,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,281.00",,JUAN POLLO,,,,Y,1,"1,200.00",,,900.00,,300.00,,,,Y,
"200,285.00",,JUANITO'S,,,,Y,1,300.00,,,300.00,,0.00,,,,,
"200,288.00",,KAREN'S CAFE,,,,,1,187.00,,,187.00,,0.00,,,,,
"200,289.00",,KAZA MAZA,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,290.00",,KELLY'S DONUTS & BURGERS,,,,,1,455.00,,,455.00,,0.00,,,,,
"200,291.00",,KERA'S CORNER DELI,,,,Y,1,170.00,,,170.00,,0.00,,,,,
"200,294.00",,L & S PIPELINE,,,,Y,1,-224.31,,,-224.31,,0.00,,,,,
"200,295.00",,LA BODEGA LATINA,,,,,1,"5,089.00",,,"4,657.00",,432.00,,,,Y,
"200,298.00",,LA ESPERANZA MARKET,,,,,5,"1,615.00",,,"1,615.00",,0.00,,,,,
"200,299.00",,LA MORENITA,,,,Y,1,"1,475.00",,,"1,350.00",,125.00,,,,Y,
"200,300.00",,LA PERLA TAPATIA,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"200,301.00",,LA PERLA TAQUERIA,,,,Y,1,900.00,,,900.00,,0.00,,,,,
"200,303.00",,LA TRICOLOR MEAT MARKET,,,,,1,450.00,,,450.00,,0.00,,,,,N
"200,304.00",,"LAGUNA NIGUEL TOWN CENTER, LLC",,,,,30,"1,005.00",,,"1,005.00",,0.00,,,,,
"200,305.00",,LAKE ARROWHEAD COUNTRY CLUB,,,,,30,"1,200.00",,,"1,200.00",,0.00,,,,,
"200,307.00",,LE BASIL,,,,,1,750.00,,,750.00,,0.00,,,,,
"200,309.00",,LEE KUM KEE (USA) FOODS INC.,,,,,30,"36,843.62",,,"36,843.62",,0.00,,,,,
"200,312.00",,LHMS DISTRIBUTORS,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,314.00",,LIQUID ENVIRONMENTAL SOLUTIONS,,,,Y,30,"200,903.17",,,"181,111.77",,"19,791.40",,,,Y,N
"200,317.00",,LITTLE BEIJING-SB,,,,,1,720.00,,,720.00,,0.00,,,,,
"200,318.00",,"LOS PERICOS FOOD PRODUCTS, LLC",,,,,30,"2,480.00",,,"2,480.00",,0.00,,,,,
"200,319.00",,LOS PORTALES-M,,,,Y,1,"2,212.00",,,"1,948.00",,264.00,,,,Y,
"200,320.00",,LOS PORTALES-C,,,,Y,1,"1,056.00",,,"1,056.00",,0.00,,,,,
"200,322.00",,LOS TACOS,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,324.00",,LOUSIANA'S FRIED CHICKEN,,,,Y,1,180.00,,,180.00,,0.00,,,,,
"200,325.00",,LOUISANA CAJUN,,,,,1,0.00,,,0.00,,0.00,,,,,
"200,326.00",,"LQQ, INC.",,,,,1,0.00,,,0.00,,0.00,,,,,
"200,327.00",,LUCKY GREEK,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,328.00",,LUCKY MONGOLIAN GRILL,,,,Y,1,264.00,,,264.00,,0.00,,,,,
"200,333.00",,M111-RIVERWALK 5 LLC,,,,,30,"1,260.00",,,"1,260.00",,0.00,,,,,
"200,335.00",,MANILA BAY,,,,Y,1,240.00,,,240.00,,0.00,,,,,
"200,336.00",,MANILA WOK & GRILL,,,,Y,5,"2,040.00",,,"2,040.00",,0.00,,,,,
"200,337.00",,MANILENO PHILIPINO REST.,,,,Y,1,"1,500.00",,,"1,500.00",,0.00,,,,,
"200,339.00",,MARISCOS CAMACHO,,,,Y,1,345.00,,,345.00,,0.00,,,,,
"200,340.00",,MARISCOS EL KORITA,,,,,1,277.50,,,277.50,,0.00,,,,,
"200,341.00",,MARISCOS EL PACIFICO,,,,Y,1,800.00,,,700.00,,100.00,,,,Y,
"200,342.00",,MARISCOS ESPINOZA-SB,,,,,1,875.00,,,875.00,,0.00,,,,,
"200,343.00",,MARISCOS ESPINOZA-R,,,,,1,100.00,,,100.00,,0.00,,,,,
"200,344.00",,MARISCOS ESPINOZA 2-C,,,,Y,1,"1,700.00",,,"1,575.00",,125.00,,,,Y,
"200,345.00",,MARISCOS LAS BRISAS,,,,Y,1,256.00,,,256.00,,0.00,,,,,
"200,346.00",,MARISCOS MAZATLAN-MV,,,,Y,1,405.00,,,405.00,,0.00,,,,,
"200,349.00",,MARISCOS TECUALA,,,,,5,"1,111.00",,,"1,111.00",,0.00,,,,,
"200,350.00",,MARS PETCARE,,,,Y,1,"3,402.72",,,"3,402.72",,0.00,,,,,
"200,351.00",,MARUKAN VINEGAR,,,,,30,"15,765.00",,,"15,765.00",,0.00,,,,,
"200,352.00",,MATSUYAMA SUSHI,,,,Y,1,100.00,,,100.00,,0.00,,,,,
"200,353.00",,MC DONALDS # 13902,,,,,30,288.00,,,288.00,,0.00,,,,,
"200,354.00",,MC DONALDS #14199,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,
"200,357.00",,"MESQUITE CATTLE FEED, INC.",,,,,40,"474,722.42",,,"474,722.42",,0.00,,,,,
"200,358.00",,MEXICO LINDO RESTAURANT,,,,Y,1,"1,200.00",,,"1,200.00",,0.00,,,,,
"200,359.00",,MICHAEL'S BURGERS,,,,Y,1,310.00,,,310.00,,0.00,,,,,
"200,360.00",,MIGUEL'S CAL MEXICAN COCINA#09,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,367.00",,MIGUEL'S JR. #08,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,368.00",,MIGUEL'S JR. #12,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,371.00",,MIGUEL'S JR. #18,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,375.00",,MILL CREEK MANOR,,,,,1,"1,080.00",,,"1,080.00",,0.00,,,,,
"200,378.00",,MOLCASALSA,,,,Y,5,756.00,,,528.00,,228.00,,,,Y,Y
"200,379.00",,MONARK ASIAN BISTRO,,,,Y,5,"1,443.00",,,"1,443.00",,0.00,,,,,
"200,381.00",,MR FRIES,,,,Y,1,100.00,,,100.00,,0.00,,,,,Y
"200,383.00",,MR. TACO REAL MEXICAN FOOD,,,,Y,1,50.00,,,50.00,,0.00,,,,,
"200,385.00",,MUCHO GUSTO PERUVIAN CUISINE,,,,Y,5,"2,080.00",,,"2,080.00",,0.00,,,,,
"200,387.00",,NAPOLI ITALIAN RESTAURANT,,,,Y,5,"1,200.00",,,"1,200.00",,0.00,,,,,
"200,388.00",,NEGOCIOS Y SERVICIOS FERRACIN,,,,Y,1,"3,922.00",,,"3,922.00",,0.00,,,,,
"200,391.00",,NIKKO TERIYAKI,,,,Y,1,150.00,,,150.00,,0.00,,,,,
"200,393.00",,OASIS SUSHI,,,,,5,480.00,,,480.00,,0.00,,,,,Y
"200,396.00",,OLYMPIC FLAME,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,397.00",,ORCHID THAI FOOD,,,,Y,1,200.00,,,200.00,,0.00,,,,,
"200,398.00",,ORIGINAL MONA LISA RESTAURANT,,,,,1,50.00,,,50.00,,0.00,,,,,
"200,399.00",,ORTEGA VILLAGE LLC C/O,,,,,30,682.50,,,682.50,,0.00,,,,,
"200,401.00",,PACIFICA FOODS,,,,,30,700.00,,,700.00,,0.00,,,,,
"200,402.00",,PANADERIA DEL SOL,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,403.00",,PANDA BOWL,,,,,1,0.00,,,0.00,,0.00,,,,,
"200,404.00",,PANDA STAR,,,,Y,1,"1,440.00",,,"1,440.00",,0.00,,,,,
"200,406.00",,PASTA CONNECTIONS,,,,Y,1,250.00,,,250.00,,0.00,,,,,
"200,407.00",,PECO PALLETS,,,,,30,"-29,786.12",,,"-29,786.12",,0.00,,,,,
"200,408.00",,PELICAN ISLE,,,,,5,125.00,,,125.00,,0.00,,,,,
"200,414.00",,PHO 77 VIETNAMESE,,,,Y,5,"1,200.00",,,"1,200.00",,0.00,,,,,
"200,415.00",,PHO 99,,,,Y,1,720.00,,,720.00,,0.00,,,,,
"200,416.00",,PHO ISLAND,,,,,5,"1,152.00",,,"1,152.00",,0.00,,,,,
"200,419.00",,PHOENIX GARDEN,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,420.00",,PINAL FEEDING COMPANY,,,,Y,40,"30,780.65",,,"30,780.65",,0.00,,,,Y,
"200,421.00",,PIPE MAINTENANCE,,,,Y,1,"34,961.51",,,"34,961.51",,0.00,,,,,
"200,422.00",,PIXI MARKET,,,,Y,1,140.00,,,140.00,,0.00,,,,,
"200,426.00",,PIZZERIA ORTICA,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"200,427.00",,PLATINUM DISTRIBUTION,,,,,30,"15,180.00",,,"15,180.00",,0.00,,,,,
"200,434.00",,"BHJ USA, INC",,,,Y,30,"1,579,197.25",,,"1,552,622.95",,"26,574.30",,,,Y,
"200,438.00",,RAVIN'S DONUTS,,,,Y,1,-37.50,,,-37.50,,0.00,,,,,Y
"200,439.00",,RAY'S TEPEYAC,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,443.00",,RED SHELL,,,,,30,"1,750.00",,,"1,500.00",,250.00,,,,,N
"200,444.00",,RESTAURANTE TIJUANA,,,,Y,1,140.00,,,140.00,,0.00,,,,,
"200,447.00",,RISING SAVOR,,,,,5,"1,890.00",,,"1,890.00",,0.00,,,,,
"200,449.00",,ROSIE'S #1,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,452.00",,RUMBLE FISH SUSHI,,,,,1,460.00,,,460.00,,0.00,,,,,
"200,453.00",,SAN BERNARDINO CITY,,,,,30,"2,406.00",,,"2,406.00",,0.00,,,,,
"200,454.00",,SAN BERNARDINO PROBATION DEPT.,,,,Y,30,565.50,,,565.50,,0.00,,,,Y,Y
"200,455.00",,SANTA ANA CATERING,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,456.00",,SAUCY MAMA'S PIZZERIA,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,457.00",,SAYAKA JAPANESE,,,,,5,"2,145.00",,,"2,145.00",,0.00,,,,,
"200,458.00",,SEAFOOD PLACE CHINESE MARKET,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,460.00",,SENSITIVE SWEETS BAKERY,,,,Y,1,350.00,,,350.00,,0.00,,,,,
"200,461.00",,SERGIO'S MEX RESTAURANT,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,462.00",,SERGIO'S MEXICAN RESTAURANT,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,464.00",,SHAKEY'S PIZZA-F,,,,Y,5,"1,860.00",,,"2,160.00",,-300.00,,,,Y,
"200,465.00",,SHAKEY'S PIZZA-U,,,,,30,"1,320.00",,,"1,320.00",,0.00,,,,,
"200,467.00",,SHIKI SUSHI,,,,Y,5,"1,440.00",,,"1,440.00",,0.00,,,,,Y
"200,468.00",,SHOGA SUSHI,,,,,5,960.00,,,960.00,,0.00,,,,,
"200,469.00",,SILVER DOLLAR PANCAKE HOUSE,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,472.00",,SM ASIAN MARKET,,,,,1,0.00,,,0.00,,0.00,,,,,Y
"200,473.00",,SMOKED BBQ,,,,Y,1,300.00,,,300.00,,0.00,,,,,
"200,474.00",,SO. CAL. JETTING & PLUMBING,,,,,30,"2,880.00",,,"2,880.00",,0.00,,,,,
"200,475.00",,SOCAL PUMPING CO.,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,476.00",,SOMBRERO MARKET,,,,,5,"1,502.50",,,"1,502.50",,0.00,,,,,
"200,477.00",,SOYA JAPANESE RESTAURANT,,,,,1,200.00,,,200.00,,0.00,,,,,
"200,478.00",,SPICE JAR,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,481.00",,STAR FOODS,,,,Y,30,"4,732.88",,,"4,460.63",,272.25,,,,Y,
"200,482.00",,"STERLING PACIFIC MEAT CO.,INC",,,,Y,30,"30,463.82",,,"30,365.94",,97.88,,,,Y,N
"200,483.00",,STONE & CHIN'S,,,,,1,240.00,,,240.00,,0.00,,,,,
"200,485.00",,STRESSLESS ENVIRONMENTAL,,,,Y,30,"22,510.24",,,"20,306.13",,"2,204.11",,,,Y,N
"200,488.00",,SUBWAY-CHE,,,,,30,100.00,,,100.00,,0.00,,,,,
"200,489.00",,SUMMA SUSHI,,,,,1,"2,025.00",,,"1,620.00",,405.00,,,,Y,
"200,491.00",,SUSHI AHU,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,493.00",,SUSHI SHOW,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,494.00",,SUSHI STATION,,,,,5,690.00,,,690.00,,0.00,,,,,
"200,495.00",,"SY VENTURES LL,LLL,V, LLC",,,,Y,30,"2,097.00",,,"2,097.00",,0.00,,,,Y,Y
"200,496.00",,T & R ENVIRONMENTAL SERVICES,,,,,30,"56,737.20",,,"55,059.51",,"1,677.69",,,,,
"200,498.00",,TACO BELL #16437,,,,,30,150.00,,,150.00,,0.00,,,,,
"200,499.00",,TACO BELL #17420,,,,,30,360.00,,,360.00,,0.00,,,,,
"200,501.00",,TACO BELL #9558,,,,,30,300.00,,,300.00,,0.00,,,,,
"200,502.00",,TACO HUT,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,503.00",,TACO SHOP #2,,,,Y,5,910.00,,,910.00,,0.00,,,,,
"200,506.00",,TAMS BURGER,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,507.00",,TAM'S BURGER,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,513.00",,TASTY GARDEN,,,,Y,1,-280.00,,,-280.00,,0.00,,,,,Y
"200,514.00",,TASTY GOODY,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,515.00",,TASTY KING,,,,Y,1,-110.00,,,-110.00,,0.00,,,,,
"200,516.00",,TERIYAKI PLUS,,,,Y,5,680.00,,,460.00,,220.00,,,,Y,Y
"200,517.00",,THAI KITCHEN BOWL,,,,Y,5,"2,060.00",,,"2,060.00",,0.00,,,,,
"200,518.00",,THAI ORCHARD,,,,Y,1,50.00,,,50.00,,0.00,,,,,
"200,519.00",,THAI SPICE,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,520.00",,THAI SPOON,,,,Y,5,860.00,,,860.00,,0.00,,,,,
"200,522.00",,THE 29ERS PROVISIONS,,,,,30,0.00,,,0.00,,0.00,,,,,
"200,526.00",,THE ITALIAN KITCHEN,,,,Y,1,307.50,,,307.50,,0.00,,,,,
"200,528.00",,THE LUXE BUFFET,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,531.00",,THE RESOURCE MANAGEMENT,,,,,30,"15,816.65",,,"15,816.65",,0.00,,,,,
"200,532.00",,TOKIO SUSHI,,,,Y,1,-216.00,,,-216.00,,0.00,,,,,
"200,534.00",,TONY'S MEXICAN FOOD,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,535.00",,TOP THAI,,,,Y,1,120.00,,,120.00,,0.00,,,,,
"200,536.00",,TORTAS SINALOA,,,,Y,5,"1,692.00",,,"1,412.00",,280.00,,,,Y,
"200,537.00",,TOTALLY KIDS,,,,,1,"1,414.00",,,"1,414.00",,0.00,,,,,
"200,538.00",,TROPICAL FOOD EXPRESS,,,,Y,1,160.00,,,160.00,,0.00,,,,,
"200,540.00",,TURNIP ROSE,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,543.00",,UNCLE PETE'S CAFE,,,,Y,5,"1,750.00",,,"1,750.00",,0.00,,,,,
"200,545.00",,URBAN PARK CONCESSIONARIES,,,,,30,-55.00,,,70.00,,-125.00,,,,,
"200,546.00",,VAZQUEZ FOODS,,,,Y,30,"2,002.50",,,"2,002.50",,0.00,,,,Y,Y
"200,552.00",,VIET HUNG SEAFOOD MARKET,,,,,1,"1,550.00",,,"1,550.00",,0.00,,,,,
"200,558.00",,WABA GRILL-SF,,,,,5,687.50,,,687.50,,0.00,,,,,
"200,561.00",,WABA GRILL-LAW,,,,,30,300.00,,,300.00,,0.00,,,,,
"200,565.00",,WABA GRILL-IN,,,,Y,5,250.00,,,250.00,,0.00,,,,,Y
"200,566.00",,WABA GRILL,,,,Y,30,105.00,,,105.00,,0.00,,,,Y,
"200,568.00",,WAHIB MIDDLE EAST REST.,,,,Y,1,100.00,,,100.00,,0.00,,,,,
"200,569.00",,WEINERSCHNITZEL-H,,,,,30,"1,155.00",,,"1,155.00",,0.00,,,,,
"200,571.00",,WESTERN MAKI,,,,Y,1,100.00,,,0.00,,100.00,,,,Y,Y
"200,572.00",,WHITE HOUSE SANITATION,,,,,30,"136,143.81",,,"122,610.69",,"13,533.12",,,,,N
"200,573.00",,WINGSTOP - IRVINE,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,Y
"200,575.00",,WOK-IN GRILL,,,,Y,1,240.00,,,240.00,,0.00,,,,,Y
"200,576.00",,WRIGHT SEPTIC TANK PUMPING INC,,,,,30,"114,214.73",,,"108,163.66",,"6,051.07",,,,,N
"200,577.00",,YE DANG KOREAN RESTAURANT,,,,Y,1,105.00,,,105.00,,0.00,,,,,
"200,578.00",,YELLOW BASQUET,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"200,579.00",,YUM YUM RESTAURANT-C,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"200,580.00",,YUM YUM RESTAURANT-SB,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,584.00",,ZENDEJAS MEXICAN RESTAURANT,,,,Y,1,-360.00,,,-360.00,,0.00,,,,,
"200,735.00",,RYDER TRANSPORT. SERVICES,,,,,30,0.00,,,0.00,,0.00,,,,,
"200,801.00",,"MAJOR CLEANUP, INC.",,,,Y,30,"59,252.89",,,"56,396.96",,"2,855.93",,,,Y,
"200,830.00",,TACOS LINDO MICHOACAN,,,,Y,1,320.00,,,128.00,,192.00,,,,Y,
"200,934.00",,SONIC DRIVE-IN #6448,,,,,40,500.00,,,500.00,,0.00,,,,,N
"200,935.00",,SONIC DRIVE-IN #6483,,,,,40,600.00,,,600.00,,0.00,,,,,N
"200,936.00",,STATER BROS - BIG BEAR,,,,,40,0.00,,,0.00,,0.00,,,,,
"200,937.00",,STATER BROS - LAKE ARROWHEAD,,,,,40,0.00,,,0.00,,0.00,,,,,
"200,938.00",,ANNAPOORNA INDIAN CUISINE,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,939.00",,BUCATINI,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,940.00",,BURN SEPTIC & SEWER,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,941.00",,COMME-CA,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,942.00",,GAC,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,
"200,943.00",,HINOKI AND THE BIRD,,,,Y,1,602.00,,,602.00,,0.00,,,,,
"200,944.00",,LAS CHAMPAS,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,945.00",,LAS PLAYAS,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,946.00",,MC DONALDS #23304,,,,,30,750.00,,,750.00,,0.00,,,,,
"200,947.00",,OC BIOFUELS,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,
"200,948.00",,PANCHO VILLAS,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,949.00",,TACO JOE'S MEXICAN RESTAURANT,,,,,1,237.50,,,237.50,,0.00,,,,,
"200,950.00",,TOM'S ORIGINAL BURGERS,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,951.00",,TONY ROMAS,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,
"200,952.00",,WAHOO'S TACOS,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,953.00",,ZENDEJA'S MEXICAN GRILL,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,954.00",,WINGSTOP - HARBOR CITY,,,,,30,0.00,,,0.00,,0.00,,,,,
"200,955.00",,GUS JR. - BUENA PARK,,,,Y,1,0.00,,,0.00,,0.00,,,,,
"200,957.00",,LEAN SUPPLY SOLUTIONS,,,,Y,1,"72,100.00",,,"30,000.00",,"42,100.00",,,,Y,
"200,962.00",,BANAUE PHILIPINO RESTAURANT,,,,Y,1,0.00,,,0.00,,0.00,,,,,Y
"200,963.00",,SUNRISE FOODS,,,,,30,312.00,,,312.00,,0.00,,,,,
"200,964.00",,LAS FUENTES MEXICAN GRILL,,,,Y,1,"3,070.00",,,"3,070.00",,0.00,,,,,
"200,965.00",,DOS AMIGOS TORTAS,,,,Y,1,480.00,,,480.00,,0.00,,,,,
"200,966.00",,CHULETA'S TRUCKING - CW,,,,Y,1,"4,466.00",,,"4,466.00",,0.00,,,,,
"200,974.00",,CHINA MOON,,,,,1,420.00,,,420.00,,0.00,,,,,
"200,980.00",,"GASLAMP POPCORN, LLC",,,,Y,1,300.00,,,300.00,,0.00,,,,,
"200,988.00",,"JBS USA, LLC",,,,Y,65,"286,181.00",,,"250,861.00",,"35,320.00",,,,Y,N
"200,989.00",,"PARK WEST ENTERPRISES, INC",,,,Y,30,777.37,,,777.37,,0.00,,,,Y,
"200,991.00",,PHILLY STEAK & SUB,,,,Y,1,900.00,,,900.00,,0.00,,,,,
"200,992.00",,FANTA EXPRESS,,,,,1,960.00,,,960.00,,0.00,,,,,
"200,994.00",,33 TAPS,,,,,1,350.00,,,350.00,,0.00,,,,,
"200,999.00",,JACK IN THE BOX #244,,,,Y,30,0.00,,,0.00,,0.00,,,,Y,
"201,001.00",,"AV COMMONS I, LLC",,,,,30,880.00,,,880.00,,0.00,,,,,
"201,003.00",,TORTAS LAS GLORIAS,,,,Y,1,600.00,,,500.00,,100.00,,,,Y,
"201,005.00",,GOURMET SWEET BAKERIES,,,,,30,"14,232.00",,,"14,232.00",,0.00,,,,,
"201,006.00",,SAIGON NOODLE HOUSE,,,,,1,-30.00,,,-30.00,,0.00,,,,,
